,,Week,Year,GID,Name,Pos,Team,h/a,Oppt,DK points,DK salary,Player,CALCAVGPPDOFFCmpPass,CALCAVGPPDOFFAttPass,CALCAVGPPDOFFCmp%Pass,CALCAVGPPDOFFYdsPass1,CALCAVGPPDOFFTDPass,CALCAVGPPDOFFIntPass,CALCAVGPPDOFFSkPass,CALCAVGPPDOFFYdsPass2,CALCAVGPPDOFFY/APass,CALCAVGPPDOFF1DPass,CALCAVGPPDOFFRateRec,CALCAVGPPDOFFTgtRec,CALCAVGPPDOFFRecRec,CALCAVGPPDOFFCtch%Rec,CALCAVGPPDOFFYdsRec,CALCAVGPPDOFFTDRec,CALCAVGPPDOFF1DRec,CALCAVGPPDOFFAttRush,CALCAVGPPDOFFYdsRush,CALCAVGPPDOFFY/ARush,CALCAVGPPDOFFTDRush,CALCAVGPPDOFF1DRush,CALCAVGPPDOFFSkYdsPass,OffenseUID,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,DefenseUID,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst
2207,230,11,2020,5852,Quintez CephusWR15260874,WR,det,a,car,1.9,3000,Quintez CephusWR15260874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,2.25,0.7,34.5,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,10015,DET,77.66666666666667,7.833333333333333,4.633333333333334,0.2536666666666667,0.012222222222222223,2.7777777777777777,1.8888888888888888,19.77777777777778,0.8888888888888888,0.1111111111111111,2.4444444444444446,38.44444444444444,24.444444444444443,2.5555555555555554,3.6666666666666665,1.0,81.0,7.322222222222223,4.977777777777778,0.2945555555555555,0.011222222222222222,3.6666666666666665,0.8888888888888888,23.88888888888889,0.5555555555555556,0.3333333333333333,1.4444444444444444,37.111111111111114,30.333333333333332,1.1111111111111112,3.3333333333333335,15.333333333333334,2.7777777777777777,2.6666666666666665,2.6666666666666665,2.5555555555555554,1.8888888888888888,0.1111111111111111,0.1111111111111111,0.0,10.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,25.22222222222222,29.666666666666668,10019,CAR,77.4,7.580000000000001,4.880000000000001,0.2861,0.016700000000000003,3.0,2.2,22.2,0.5,0.8,1.0,38.2,26.2,2.3,2.4,1.0,73.6,7.2700000000000005,4.67,0.25749999999999995,0.013300000000000001,2.5,2.0,19.2,0.7,0.3,2.1,35.8,24.0,2.5,2.6,14.4,3.0,2.9,2.6,2.3,2.2,0.1,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,27.2,23.3
2208,287,11,2020,4749,T.J. HockensonTE15260874,TE,det,a,car,10.8,4200,T.J. HockensonTE15260874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.888888888888889,4.0,0.6809999999999999,41.44444444444444,0.5555555555555556,2.5555555555555554,0.0,0.0,0.0,0.0,0.0,0.0,10015,DET,77.66666666666667,7.833333333333333,4.633333333333334,0.2536666666666667,0.012222222222222223,2.7777777777777777,1.8888888888888888,19.77777777777778,0.8888888888888888,0.1111111111111111,2.4444444444444446,38.44444444444444,24.444444444444443,2.5555555555555554,3.6666666666666665,1.0,81.0,7.322222222222223,4.977777777777778,0.2945555555555555,0.011222222222222222,3.6666666666666665,0.8888888888888888,23.88888888888889,0.5555555555555556,0.3333333333333333,1.4444444444444444,37.111111111111114,30.333333333333332,1.1111111111111112,3.3333333333333335,15.333333333333334,2.7777777777777777,2.6666666666666665,2.6666666666666665,2.5555555555555554,1.8888888888888888,0.1111111111111111,0.1111111111111111,0.0,10.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,25.22222222222222,29.666666666666668,10019,CAR,77.4,7.580000000000001,4.880000000000001,0.2861,0.016700000000000003,3.0,2.2,22.2,0.5,0.8,1.0,38.2,26.2,2.3,2.4,1.0,73.6,7.2700000000000005,4.67,0.25749999999999995,0.013300000000000001,2.5,2.0,19.2,0.7,0.3,2.1,35.8,24.0,2.5,2.6,14.4,3.0,2.9,2.6,2.3,2.2,0.1,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,27.2,23.3
2209,26,11,2020,1301,Matt RyanQB15260883,QB,atl,a,nor,7.28,6300,Matt RyanQB15260883,26.22222222222222,39.0,67.11111111111111,305.1111111111111,1.6666666666666667,0.5555555555555556,2.111111111111111,-15.11111111111111,7.822222222222223,15.777777777777779,98.65555555555557,0.0,0.0,0.0,0.0,0.0,0.0,2.4444444444444446,7.555555555555555,1.758888888888889,0.1111111111111111,0.5555555555555556,-15.11111111111111,10024,ATL,84.44444444444444,7.477777777777779,4.699999999999999,0.2721111111111111,0.010555555555555554,2.888888888888889,2.4444444444444446,22.88888888888889,0.5555555555555556,0.3333333333333333,2.111111111111111,41.22222222222222,28.77777777777778,2.5555555555555554,3.4444444444444446,1.0,78.0,7.3888888888888875,5.211111111111111,0.2703333333333333,0.013777777777777778,3.3333333333333335,1.5555555555555556,21.11111111111111,0.7777777777777778,0.3333333333333333,1.5555555555555556,40.44444444444444,22.77777777777778,1.7777777777777777,3.4444444444444446,12.222222222222221,2.888888888888889,2.5555555555555554,2.111111111111111,2.5555555555555554,2.4444444444444446,0.3333333333333333,0.1111111111111111,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.88888888888889,10020,NOR,75.55555555555556,7.622222222222222,4.088888888888889,0.22677777777777777,0.018222222222222223,2.7777777777777777,1.4444444444444444,17.11111111111111,1.0,0.3333333333333333,2.6666666666666665,37.888888888888886,23.11111111111111,1.7777777777777777,3.6666666666666665,1.0,80.11111111111111,7.222222222222222,4.688888888888888,0.278,0.014444444444444446,3.3333333333333335,2.0,22.11111111111111,0.3333333333333333,0.7777777777777778,1.4444444444444444,36.333333333333336,29.555555555555557,2.111111111111111,3.3333333333333335,15.777777777777779,2.7777777777777777,2.5555555555555554,2.4444444444444446,1.7777777777777777,1.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,18.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,30.11111111111111
2210,80,11,2020,2992,Todd Gurley IIRB15260883,RB,atl,a,nor,3.9,5900,Todd Gurley IIRB15260883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4444444444444446,1.6666666666666667,0.5685555555555556,8.777777777777779,0.0,0.3333333333333333,17.666666666666668,64.88888888888889,3.9166666666666665,1.0,3.888888888888889,0.0,10024,ATL,84.44444444444444,7.477777777777779,4.699999999999999,0.2721111111111111,0.010555555555555554,2.888888888888889,2.4444444444444446,22.88888888888889,0.5555555555555556,0.3333333333333333,2.111111111111111,41.22222222222222,28.77777777777778,2.5555555555555554,3.4444444444444446,1.0,78.0,7.3888888888888875,5.211111111111111,0.2703333333333333,0.013777777777777778,3.3333333333333335,1.5555555555555556,21.11111111111111,0.7777777777777778,0.3333333333333333,1.5555555555555556,40.44444444444444,22.77777777777778,1.7777777777777777,3.4444444444444446,12.222222222222221,2.888888888888889,2.5555555555555554,2.111111111111111,2.5555555555555554,2.4444444444444446,0.3333333333333333,0.1111111111111111,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.88888888888889,10020,NOR,75.55555555555556,7.622222222222222,4.088888888888889,0.22677777777777777,0.018222222222222223,2.7777777777777777,1.4444444444444444,17.11111111111111,1.0,0.3333333333333333,2.6666666666666665,37.888888888888886,23.11111111111111,1.7777777777777777,3.6666666666666665,1.0,80.11111111111111,7.222222222222222,4.688888888888888,0.278,0.014444444444444446,3.3333333333333335,2.0,22.11111111111111,0.3333333333333333,0.7777777777777778,1.4444444444444444,36.333333333333336,29.555555555555557,2.111111111111111,3.3333333333333335,15.777777777777779,2.7777777777777777,2.5555555555555554,2.4444444444444446,1.7777777777777777,1.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,18.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,30.11111111111111
2211,97,11,2020,5608,Brian HillRB15260883,RB,atl,a,nor,1.8,4000,Brian HillRB15260883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,1.7777777777777777,0.7777777777777778,12.333333333333334,0.0,0.3333333333333333,6.222222222222222,27.0,4.045555555555556,0.1111111111111111,1.4444444444444444,0.0,10024,ATL,84.44444444444444,7.477777777777779,4.699999999999999,0.2721111111111111,0.010555555555555554,2.888888888888889,2.4444444444444446,22.88888888888889,0.5555555555555556,0.3333333333333333,2.111111111111111,41.22222222222222,28.77777777777778,2.5555555555555554,3.4444444444444446,1.0,78.0,7.3888888888888875,5.211111111111111,0.2703333333333333,0.013777777777777778,3.3333333333333335,1.5555555555555556,21.11111111111111,0.7777777777777778,0.3333333333333333,1.5555555555555556,40.44444444444444,22.77777777777778,1.7777777777777777,3.4444444444444446,12.222222222222221,2.888888888888889,2.5555555555555554,2.111111111111111,2.5555555555555554,2.4444444444444446,0.3333333333333333,0.1111111111111111,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.88888888888889,10020,NOR,75.55555555555556,7.622222222222222,4.088888888888889,0.22677777777777777,0.018222222222222223,2.7777777777777777,1.4444444444444444,17.11111111111111,1.0,0.3333333333333333,2.6666666666666665,37.888888888888886,23.11111111111111,1.7777777777777777,3.6666666666666665,1.0,80.11111111111111,7.222222222222222,4.688888888888888,0.278,0.014444444444444446,3.3333333333333335,2.0,22.11111111111111,0.3333333333333333,0.7777777777777778,1.4444444444444444,36.333333333333336,29.555555555555557,2.111111111111111,3.3333333333333335,15.777777777777779,2.7777777777777777,2.5555555555555554,2.4444444444444446,1.7777777777777777,1.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,18.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,30.11111111111111
2212,103,11,2020,5658,Ito SmithRB15260883,RB,atl,a,nor,0.5,4000,Ito SmithRB15260883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,1.0,0.42857142857142855,6.142857142857143,0.0,0.2857142857142857,1.7142857142857142,5.857142857142857,2.357142857142857,0.0,0.0,0.0,10024,ATL,84.44444444444444,7.477777777777779,4.699999999999999,0.2721111111111111,0.010555555555555554,2.888888888888889,2.4444444444444446,22.88888888888889,0.5555555555555556,0.3333333333333333,2.111111111111111,41.22222222222222,28.77777777777778,2.5555555555555554,3.4444444444444446,1.0,78.0,7.3888888888888875,5.211111111111111,0.2703333333333333,0.013777777777777778,3.3333333333333335,1.5555555555555556,21.11111111111111,0.7777777777777778,0.3333333333333333,1.5555555555555556,40.44444444444444,22.77777777777778,1.7777777777777777,3.4444444444444446,12.222222222222221,2.888888888888889,2.5555555555555554,2.111111111111111,2.5555555555555554,2.4444444444444446,0.3333333333333333,0.1111111111111111,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.88888888888889,10020,NOR,75.55555555555556,7.622222222222222,4.088888888888889,0.22677777777777777,0.018222222222222223,2.7777777777777777,1.4444444444444444,17.11111111111111,1.0,0.3333333333333333,2.6666666666666665,37.888888888888886,23.11111111111111,1.7777777777777777,3.6666666666666665,1.0,80.11111111111111,7.222222222222222,4.688888888888888,0.278,0.014444444444444446,3.3333333333333335,2.0,22.11111111111111,0.3333333333333333,0.7777777777777778,1.4444444444444444,36.333333333333336,29.555555555555557,2.111111111111111,3.3333333333333335,15.777777777777779,2.7777777777777777,2.5555555555555554,2.4444444444444446,1.7777777777777777,1.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,18.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,30.11111111111111
2213,161,11,2020,5631,Calvin RidleyWR15260883,WR,atl,a,nor,14,7000,Calvin RidleyWR15260883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.375,0.6194999999999999,82.125,0.75,4.25,0.375,1.75,1.75,0.0,0.125,0.0,10024,ATL,84.44444444444444,7.477777777777779,4.699999999999999,0.2721111111111111,0.010555555555555554,2.888888888888889,2.4444444444444446,22.88888888888889,0.5555555555555556,0.3333333333333333,2.111111111111111,41.22222222222222,28.77777777777778,2.5555555555555554,3.4444444444444446,1.0,78.0,7.3888888888888875,5.211111111111111,0.2703333333333333,0.013777777777777778,3.3333333333333335,1.5555555555555556,21.11111111111111,0.7777777777777778,0.3333333333333333,1.5555555555555556,40.44444444444444,22.77777777777778,1.7777777777777777,3.4444444444444446,12.222222222222221,2.888888888888889,2.5555555555555554,2.111111111111111,2.5555555555555554,2.4444444444444446,0.3333333333333333,0.1111111111111111,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.88888888888889,10020,NOR,75.55555555555556,7.622222222222222,4.088888888888889,0.22677777777777777,0.018222222222222223,2.7777777777777777,1.4444444444444444,17.11111111111111,1.0,0.3333333333333333,2.6666666666666665,37.888888888888886,23.11111111111111,1.7777777777777777,3.6666666666666665,1.0,80.11111111111111,7.222222222222222,4.688888888888888,0.278,0.014444444444444446,3.3333333333333335,2.0,22.11111111111111,0.3333333333333333,0.7777777777777778,1.4444444444444444,36.333333333333336,29.555555555555557,2.111111111111111,3.3333333333333335,15.777777777777779,2.7777777777777777,2.5555555555555554,2.4444444444444446,1.7777777777777777,1.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,18.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,30.11111111111111
2214,167,11,2020,5680,Russell GageWR15260883,WR,atl,a,nor,12.8,3900,Russell GageWR15260883,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,5.777777777777778,3.888888888888889,0.6675555555555556,42.111111111111114,0.1111111111111111,2.7777777777777777,0.1111111111111111,-0.2222222222222222,-0.2222222222222222,0.0,0.0,0.0,10024,ATL,84.44444444444444,7.477777777777779,4.699999999999999,0.2721111111111111,0.010555555555555554,2.888888888888889,2.4444444444444446,22.88888888888889,0.5555555555555556,0.3333333333333333,2.111111111111111,41.22222222222222,28.77777777777778,2.5555555555555554,3.4444444444444446,1.0,78.0,7.3888888888888875,5.211111111111111,0.2703333333333333,0.013777777777777778,3.3333333333333335,1.5555555555555556,21.11111111111111,0.7777777777777778,0.3333333333333333,1.5555555555555556,40.44444444444444,22.77777777777778,1.7777777777777777,3.4444444444444446,12.222222222222221,2.888888888888889,2.5555555555555554,2.111111111111111,2.5555555555555554,2.4444444444444446,0.3333333333333333,0.1111111111111111,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.88888888888889,10020,NOR,75.55555555555556,7.622222222222222,4.088888888888889,0.22677777777777777,0.018222222222222223,2.7777777777777777,1.4444444444444444,17.11111111111111,1.0,0.3333333333333333,2.6666666666666665,37.888888888888886,23.11111111111111,1.7777777777777777,3.6666666666666665,1.0,80.11111111111111,7.222222222222222,4.688888888888888,0.278,0.014444444444444446,3.3333333333333335,2.0,22.11111111111111,0.3333333333333333,0.7777777777777778,1.4444444444444444,36.333333333333336,29.555555555555557,2.111111111111111,3.3333333333333335,15.777777777777779,2.7777777777777777,2.5555555555555554,2.4444444444444446,1.7777777777777777,1.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,18.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,30.11111111111111
2215,195,11,2020,5089,Julio JonesWR15260883,WR,atl,a,nor,5.9,7500,Julio JonesWR15260883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.142857142857143,0.7647142857142857,91.14285714285714,0.42857142857142855,4.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,10024,ATL,84.44444444444444,7.477777777777779,4.699999999999999,0.2721111111111111,0.010555555555555554,2.888888888888889,2.4444444444444446,22.88888888888889,0.5555555555555556,0.3333333333333333,2.111111111111111,41.22222222222222,28.77777777777778,2.5555555555555554,3.4444444444444446,1.0,78.0,7.3888888888888875,5.211111111111111,0.2703333333333333,0.013777777777777778,3.3333333333333335,1.5555555555555556,21.11111111111111,0.7777777777777778,0.3333333333333333,1.5555555555555556,40.44444444444444,22.77777777777778,1.7777777777777777,3.4444444444444446,12.222222222222221,2.888888888888889,2.5555555555555554,2.111111111111111,2.5555555555555554,2.4444444444444446,0.3333333333333333,0.1111111111111111,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.88888888888889,10020,NOR,75.55555555555556,7.622222222222222,4.088888888888889,0.22677777777777777,0.018222222222222223,2.7777777777777777,1.4444444444444444,17.11111111111111,1.0,0.3333333333333333,2.6666666666666665,37.888888888888886,23.11111111111111,1.7777777777777777,3.6666666666666665,1.0,80.11111111111111,7.222222222222222,4.688888888888888,0.278,0.014444444444444446,3.3333333333333335,2.0,22.11111111111111,0.3333333333333333,0.7777777777777778,1.4444444444444444,36.333333333333336,29.555555555555557,2.111111111111111,3.3333333333333335,15.777777777777779,2.7777777777777777,2.5555555555555554,2.4444444444444446,1.7777777777777777,1.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,18.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,30.11111111111111
2216,339,11,2020,4720,Hayden HurstTE15260883,TE,atl,a,nor,0,4400,Hayden HurstTE15260883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.111111111111111,0.6671111111111111,45.666666666666664,0.3333333333333333,2.5555555555555554,0.0,0.0,0.0,0.0,0.0,0.0,10024,ATL,84.44444444444444,7.477777777777779,4.699999999999999,0.2721111111111111,0.010555555555555554,2.888888888888889,2.4444444444444446,22.88888888888889,0.5555555555555556,0.3333333333333333,2.111111111111111,41.22222222222222,28.77777777777778,2.5555555555555554,3.4444444444444446,1.0,78.0,7.3888888888888875,5.211111111111111,0.2703333333333333,0.013777777777777778,3.3333333333333335,1.5555555555555556,21.11111111111111,0.7777777777777778,0.3333333333333333,1.5555555555555556,40.44444444444444,22.77777777777778,1.7777777777777777,3.4444444444444446,12.222222222222221,2.888888888888889,2.5555555555555554,2.111111111111111,2.5555555555555554,2.4444444444444446,0.3333333333333333,0.1111111111111111,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.88888888888889,10020,NOR,75.55555555555556,7.622222222222222,4.088888888888889,0.22677777777777777,0.018222222222222223,2.7777777777777777,1.4444444444444444,17.11111111111111,1.0,0.3333333333333333,2.6666666666666665,37.888888888888886,23.11111111111111,1.7777777777777777,3.6666666666666665,1.0,80.11111111111111,7.222222222222222,4.688888888888888,0.278,0.014444444444444446,3.3333333333333335,2.0,22.11111111111111,0.3333333333333333,0.7777777777777778,1.4444444444444444,36.333333333333336,29.555555555555557,2.111111111111111,3.3333333333333335,15.777777777777779,2.7777777777777777,2.5555555555555554,2.4444444444444446,1.7777777777777777,1.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,18.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,30.11111111111111
2217,27,11,2020,1242,Ryan FitzpatrickQB15260890,QB,mia,a,den,4.28,5000,Ryan FitzpatrickQB15260890,23.0,32.833333333333336,72.06666666666668,255.83333333333334,1.6666666666666667,1.1666666666666667,1.6666666666666667,-8.166666666666666,8.0,13.333333333333334,98.73333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,4.166666666666667,22.5,5.031666666666666,0.3333333333333333,1.8333333333333333,-8.166666666666666,10030,MIA,73.11111111111111,7.122222222222222,4.300000000000001,0.24955555555555556,0.01588888888888889,2.6666666666666665,2.2222222222222223,18.444444444444443,0.7777777777777778,0.3333333333333333,1.5555555555555556,32.111111111111114,27.22222222222222,2.3333333333333335,4.222222222222222,1.0,79.88888888888889,7.155555555555556,4.688888888888889,0.2667777777777778,0.020444444444444446,2.6666666666666665,0.5555555555555556,21.22222222222222,0.8888888888888888,0.7777777777777778,2.4444444444444446,38.888888888888886,27.11111111111111,1.0,4.222222222222222,14.333333333333334,3.0,2.5555555555555554,2.5555555555555554,2.3333333333333335,2.2222222222222223,0.4444444444444444,0.3333333333333333,0.0,14.88888888888889,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.3333333333333333,27.88888888888889,20.22222222222222,10014,DEN,82.33333333333333,7.699999999999999,4.366666666666667,0.232,0.012777777777777779,2.7777777777777777,2.4444444444444446,19.11111111111111,0.6666666666666666,0.3333333333333333,2.4444444444444446,38.22222222222222,29.22222222222222,2.7777777777777777,3.888888888888889,1.0,80.22222222222223,8.077777777777778,4.155555555555555,0.2098888888888889,0.028555555555555556,2.111111111111111,2.0,16.88888888888889,1.7777777777777777,0.5555555555555556,2.5555555555555554,40.55555555555556,24.88888888888889,2.111111111111111,4.111111111111111,15.555555555555555,3.0,2.7777777777777777,2.4444444444444446,2.7777777777777777,2.4444444444444446,0.2222222222222222,0.0,0.2222222222222222,18.22222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,27.77777777777778,20.666666666666668
2218,95,11,2020,5788,Patrick LairdRB15260890,RB,mia,a,den,1.8,4000,Patrick LairdRB15260890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,7.0,0.0,0.25,0.75,4.5,2.125,0.0,0.25,0.0,10030,MIA,73.11111111111111,7.122222222222222,4.300000000000001,0.24955555555555556,0.01588888888888889,2.6666666666666665,2.2222222222222223,18.444444444444443,0.7777777777777778,0.3333333333333333,1.5555555555555556,32.111111111111114,27.22222222222222,2.3333333333333335,4.222222222222222,1.0,79.88888888888889,7.155555555555556,4.688888888888889,0.2667777777777778,0.020444444444444446,2.6666666666666665,0.5555555555555556,21.22222222222222,0.8888888888888888,0.7777777777777778,2.4444444444444446,38.888888888888886,27.11111111111111,1.0,4.222222222222222,14.333333333333334,3.0,2.5555555555555554,2.5555555555555554,2.3333333333333335,2.2222222222222223,0.4444444444444444,0.3333333333333333,0.0,14.88888888888889,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.3333333333333333,27.88888888888889,20.22222222222222,10014,DEN,82.33333333333333,7.699999999999999,4.366666666666667,0.232,0.012777777777777779,2.7777777777777777,2.4444444444444446,19.11111111111111,0.6666666666666666,0.3333333333333333,2.4444444444444446,38.22222222222222,29.22222222222222,2.7777777777777777,3.888888888888889,1.0,80.22222222222223,8.077777777777778,4.155555555555555,0.2098888888888889,0.028555555555555556,2.111111111111111,2.0,16.88888888888889,1.7777777777777777,0.5555555555555556,2.5555555555555554,40.55555555555556,24.88888888888889,2.111111111111111,4.111111111111111,15.555555555555555,3.0,2.7777777777777777,2.4444444444444446,2.7777777777777777,2.4444444444444446,0.2222222222222222,0.0,0.2222222222222222,18.22222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,27.77777777777778,20.666666666666668
